No. Voucher,Tanggal+Account,Keterangan,Debet,Kredit,Divisi
 S1-25/KM,20150128110.110,kemb.pjk : hn.inh-hardening/bmc,0.00,1995000.00,SEKRET
 S1-25/KM,20150128999.999,ambil bni cek no. ck 539137,0.00,3896800.00,SEKRET
 S1-26/KK,20150128200.106,hn.inh-hardening/bmc : dwi marta,6300000.00,0.00,SEKRET
 S1-26/KK,20150128110.101,hn.inh-hardening/bmc : dwi marta,0.00,6300000.00,SEKRET
 S1-26/KK,20150128200.106,hn.inh-hardening/bmc : nofrijon,7000000.00,0.00,SEKRET
 S1-26/KK,20150128110.101,hn.inh-hardening/bmc : nofrijon,0.00,7000000.00,SEKRET
 B1-06/BM,20150120120.103,plc : plaza indonesia - 2 org (2014),13200000.00,0.00,SEKRET
 B1-06/BM,20150120140.111,plc : plaza indonesia - 2 org (2014),0.00,13200000.00,SEKRET
 B1-01/BM,20150106120.103,plc : kedubes as (24/12/14),6600000.00,0.00,SEKRET
 B1-01/BM,20150106140.111,plc : kedubes as (24/12/14),0.00,6600000.00,SEKRET
 S1-25/KM,20150128110.101,ambil bni cek no. bo 892644 (ls-gaji kar,38297000.00,0.00,SEKRET
 S1-25/KM,20150128999.999,ambil bni cek no. bo 892644 (ls-gaji kar,0.00,38297000.00,SEKRET
 S1-25/KM,20150128110.101,kemb.pjk : gaji karyawan-jan 2015,1535769.00,0.00,SEKRET
 S1-25/KM,20150128110.110,kemb.pjk : gaji karyawan-jan 2015,0.00,1535769.00,SEKRET
 S1-25/KM,20150128110.101,ambil bni cek no bo 892688,292217554.00,0.00,SEKRET
 S1-25/KM,20150128999.999,ambil bni cek no bo 892688,0.00,292217554.00,SEKRET
 S1-25/KM,20150128110.101,kemb.pjk : hnr conoco - jan 2015,17633741.00,0.00,SEKRET
 S1-25/KM,20150128110.110,kemb.pjk : hnr conoco - jan 2015,0.00,17633741.00,SEKRET
 S1-26/KK,20150128150.104,b.wearpack nomex-2bh : conoco,3234000.00,0.00,SEKRET
 S1-26/KK,20150128110.101,b.wearpack nomex-2bh : conoco,0.00,3234000.00,SEKRET
 S1-26/KK,20150128999.999,diserahkan ke kas pelatihan,9778350.00,0.00,SEKRET
 S1-26/KK,20150128110.101,diserahkan ke kas pelatihan,0.00,9778350.00,SEKRET
 S1-26/KK,20150128999.999,diserahkan ke kas pp-wi,2078127.00,0.00,SEKRET
 S1-26/KK,20150128110.101,diserahkan ke kas pp-wi,0.00,2078127.00,SEKRET
 S1-26/KK,20150128500.126,"b.cat,kuas,dll u/.renovasi r-makan",185000.00,0.00,SEKRET
 S1-26/KK,20150128110.101,"b.cat,kuas,dll u/.renovasi r-makan",0.00,185000.00,SEKRET
 S1-26/KK,20150128500.101,gaji januari 2015 : karyawan,26772000.00,0.00,SEKRET
 S1-26/KK,20150128110.101,gaji januari 2015 : karyawan,0.00,26772000.00,SEKRET
 S1-26/KK,20150128500.101,gaji januari 2015 : b.pengawas,2100000.00,0.00,SEKRET
 S1-26/KK,20150128110.101,gaji januari 2015 : b.pengawas,0.00,2100000.00,SEKRET
 S1-26/KK,20150128500.105,tunj-keamanan januari 2015 : rahmad,200000.00,0.00,SEKRET
 S1-26/KK,20150128110.101,tunj-keamanan januari 2015 : rahmad,0.00,200000.00,SEKRET
 S1-26/KK,20150128500.118,trans karyawan januari 2015,5362500.00,0.00,SEKRET
 S1-26/KK,20150128110.101,trans karyawan januari 2015,0.00,5362500.00,SEKRET
 S1-26/KK,20150128500.117,makan karyawan januari 2015,3862500.00,0.00,SEKRET
 S1-26/KK,20150128110.101,makan karyawan januari 2015,0.00,3862500.00,SEKRET
 S1-26/KK,20150128500.103,tunj pph21 : gaji karyawan januari 2015,1535769.00,0.00,SEKRET
 S1-26/KK,20150128110.101,tunj pph21 : gaji karyawan januari 2015,0.00,1535769.00,SEKRET
 S1-26/KK,20150128150.104,hn.conoco : januari 2015,309851295.00,0.00,SEKRET
 S1-26/KK,20150128110.101,hn.conoco : januari 2015,0.00,309851295.00,SEKRET
 S1-27/KM,20150129110.101,ambil bni cek no. ck 539135,2738057.00,0.00,SEKRET
 S1-27/KM,20150129999.999,ambil bni cek no. ck 539135,0.00,2738057.00,SEKRET
 S1-28/KK,20150129500.106,trans input simkas (19-25/1/15) depok :,100000.00,0.00,SEKRET
 S1-28/KK,20150129110.101,trans input simkas (19-25/1/15) depok :,0.00,100000.00,SEKRET
 S1-28/KK,20150129500.106,trans ke ui depok : iskandar,15000.00,0.00,SEKRET
 S1-28/KK,20150129110.101,trans ke ui depok : iskandar,0.00,15000.00,SEKRET
 S1-29/KM,20150130110.101,ambil bni cek no. ck 541141,2000000.00,0.00,SEKRET
 S1-29/KM,20150130999.999,ambil bni cek no. ck 541141,0.00,2000000.00,SEKRET
 S1-29/KM,20150130110.101,ambil bni cek no. ck 541142,6948000.00,0.00,SEKRET
 S1-29/KM,20150130999.999,ambil bni cek no. ck 541142,0.00,6948000.00,SEKRET
 S1-29/KM,20150130110.101,ambil bni cek no. ck 541143,16130957.00,0.00,SEKRET
 S1-29/KM,20150130999.999,ambil bni cek no. ck 541143,0.00,16130957.00,SEKRET
 S1-29/KM,20150130110.101,ambil bni cek no. ck 541144,2510000.00,0.00,SEKRET
 S1-29/KM,20150130999.999,ambil bni cek no. ck 541144,0.00,2510000.00,SEKRET
 S1-30/KK,20150130500.106,trans ke ui depok : anna,100000.00,0.00,SEKRET
 S1-30/KK,20150130110.101,trans ke ui depok : anna,0.00,100000.00,SEKRET
PP1-1/KM,20150128999.999,trm.dr.kas p2m,0.00,9778350.00,SEKRET
 S1-30/KK,20150130500.107,b.hosting p2mmesin.com : 1 thn,1320000.00,0.00,SEKRET
 S1-30/KK,20150130110.101,b.hosting p2mmesin.com : 1 thn,0.00,1320000.00,SEKRET
 S1-29/KM,20150130110.101,kemb.pjk : hn.pelatihan,512500.00,0.00,SEKRET
 S1-29/KM,20150130110.110,kemb.pjk : hn.pelatihan,0.00,512500.00,SEKRET
 S1-31/KM,20150131110.101,kemb.pajak hnr : pp-wi,1565000.00,0.00,SEKRET
 S1-31/KM,20150131110.110,kemb.pajak hnr : pp-wi,0.00,1565000.00,SEKRET
 S1-30/KK,20150130500.109,b.atk,467000.00,0.00,SEKRET
 S1-30/KK,20150130110.101,b.atk,0.00,467000.00,SEKRET
 B1-07/BM,20150127120.103,trm.dr.pemindahbukuan : proy-conoco,569737834.00,0.00,SEKRET
 B1-07/BM,20150127140.106,trm.dr.pemindahbukuan : proy-conoco,0.00,569737834.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 539132,2307050.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 539132,0.00,2307050.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 539133,2550000.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 539133,0.00,2550000.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 539134,2550000.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 539134,0.00,2550000.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 539136,6182595.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 539136,0.00,6182595.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 539137,3896800.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 539137,0.00,3896800.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 539138,6092736.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 539138,0.00,6092736.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 539139,5300200.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 539139,0.00,5300200.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. ck 541220,11305000.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. ck 541220,0.00,11305000.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. bo 892688 (gaji conoco,292217554.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. bo 892688 (gaji conoco,0.00,292217554.00,SEKRET
 B1-08/BK,20150128999.999,ambil bni cek no. bo 892644 (gaji kary-,38297000.00,0.00,SEKRET
 B1-08/BK,20150128120.103,ambil bni cek no. bo 892644 (gaji kary-,0.00,38297000.00,SEKRET
 B1-09/BM,20150128120.103,pp-wi : cg power system-2 org,25000000.00,0.00,SEKRET
 B1-09/BM,20150128120.103,m-planer : holcim-2 org (2014),9400000.00,0.00,SEKRET
 B1-09/BM,20150128140.111,m-planer : holcim-2 org (2014),0.00,9400000.00,SEKRET
 B1-10/BK,20150129999.999,ambil bni cek no. ck 539135,2738057.00,0.00,SEKRET
 B1-10/BK,20150129120.103,ambil bni cek no. ck 539135,0.00,2738057.00,SEKRET
 B1-11/BM,20150130120.103,pp-we : ind-power (15 org-thn 2014),247500000.00,0.00,SEKRET
 B1-11/BM,20150130140.110,pp-we : ind-power (15 org-thn 2014),0.00,247500000.00,SEKRET
 B1-12/BK,20150130999.999,ambil bni cek no. ck 541141,2000000.00,0.00,SEKRET
 B1-12/BK,20150130120.103,ambil bni cek no. ck 541141,0.00,2000000.00,SEKRET
 B1-12/BK,20150130999.999,ambil bni cek no. ck 541142,6948000.00,0.00,SEKRET
 B1-12/BK,20150130120.103,ambil bni cek no. ck 541142,0.00,6948000.00,SEKRET
 B1-12/BK,20150130999.999,ambil bni cek no. ck 541143,16130957.00,0.00,SEKRET
 B1-12/BK,20150130120.103,ambil bni cek no. ck 541143,0.00,16130957.00,SEKRET
 B1-12/BK,20150130999.999,ambil bni cek no. ck 541144,2510000.00,0.00,SEKRET
 B1-12/BK,20150130120.103,ambil bni cek no. ck 541144,0.00,2510000.00,SEKRET
 B1-12/BK,20150130110.110,pajak pph21 : jan 2015-ls gaji karyawan,1535769.00,0.00,SEKRET
 B1-12/BK,20150130120.103,pajak pph21 : jan 2015-ls gaji karyawan,0.00,1535769.00,SEKRET
 B1-12/BK,20150130110.110,pajak pph21 : jan 2015-ls hnr.conoco,17633741.00,0.00,SEKRET
 B1-12/BK,20150130120.103,pajak pph21 : jan 2015-ls hnr.conoco,0.00,17633741.00,SEKRET
 B1-12/BK,20150130110.110,pajak pph21 : jan 2015-hn.inh.hardening/,1995000.00,0.00,SEKRET
 B1-12/BK,20150130120.103,pajak pph21 : jan 2015-hn.inh.hardening/,0.00,1995000.00,SEKRET
 B1-12/BK,20150130110.110,pajak pph21 : jan 2015,2528950.00,0.00,SEKRET
 B1-12/BK,20150130120.103,pajak pph21 : jan 2015,0.00,2528950.00,SEKRET
 WI1-17/KM,20150128999.999,trm.dr.kas p2m,0.00,2078127.00,SEKRET
 K1-09/KK,20140115150.104,trans antar invoice-conoco : rahmad,50000.00,0.00,SEKRET
 K1-09/KK,20140115110.101,trans antar invoice-conoco : rahmad,0.00,50000.00,SEKRET
 K1-09/KK,20140115500.106,trans input simkas (1-10/1/14) dpk : ann,100000.00,0.00,SEKRET
 K1-09/KK,20140115110.101,trans input simkas (1-10/1/14) dpk : ann,0.00,100000.00,SEKRET
 K1-09/KK,20140115500.102,ctk plang p2m-steinless steel : r-sekrt,900000.00,0.00,SEKRET
 K1-09/KK,20140115110.101,ctk plang p2m-steinless steel : r-sekrt,0.00,900000.00,SEKRET
 K5-31/KK,20140530150.104,trans ke rektorat-ui depok/conoco: anna,100000.00,0.00,SEKRET
 K5-31/KK,20140530110.101,trans ke rektorat-ui depok/conoco: anna,0.00,100000.00,SEKRET
 K5-31/KK,20140530500.106,"bensin,parkir ke kemkes-kuningan: rahmad",27000.00,0.00,SEKRET
 K5-31/KK,20140530110.101,"bensin,parkir ke kemkes-kuningan: rahmad",0.00,27000.00,SEKRET
 K5-31/KK,20140530500.107,b.pulsa esia : imansyah,51000.00,0.00,SEKRET
 K5-31/KK,20140530110.101,b.pulsa esia : imansyah,0.00,51000.00,SEKRET
 K9-01/KK,20140901150.104,"bensin,trans ke ratuprabu-conoco : wilda",515000.00,0.00,SEKRET
 K9-01/KK,20140901110.101,"bensin, trans ke ratuprabu-conoco : wild",0.00,515000.00,SEKRET
 K9-01/KK,20140901999.999,diserahkan ke kas pp-wi,6200000.00,0.00,SEKRET
 K9-01/KK,20140901110.101,diserahkan ke kas pp-wi,0.00,6200000.00,SEKRET
 K9-01/KK,20140901500.126,service mobil apv : yanto,521897.00,0.00,SEKRET
 K9-01/KK,20140901110.101,service mobil apv : yanto,0.00,521897.00,SEKRET
 K9-01/KK,20140901500.104,isi aie mineral aqua-2 galon,30400.00,0.00,SEKRET
 K9-01/KK,20140901110.101,isi aie mineral aqua-2 galon,0.00,30400.00,SEKRET
 K9-01/KK,20140901500.129,iuran sampah agustus 2014,160000.00,0.00,SEKRET
 K9-01/KK,20140901110.101,iuran sampah agustus 2014,0.00,160000.00,SEKRET
 S2-01/KK,20150201999.999,diserahkan ke kas pp-wi,6000000.00,0.00,SEKRET
 S2-01/KK,20150201110.101,diserahkan ke kas pp-wi,0.00,6000000.00,SEKRET
 S2-02/KK,20150202500.129,iuran sampah januari 2015,160000.00,0.00,SEKRET
 S2-02/KK,20150202110.101,iuran sampah januari 2015,0.00,160000.00,SEKRET
 S2-02/KK,20150202500.131,trans rapat pum ftui di depok : anna,100000.00,0.00,SEKRET
 S2-02/KK,20150202110.101,trans rapat pum ftui di depok : anna,0.00,100000.00,SEKRET
 S2-02/KK,20150202150.104,trabs ke dtm depok/conoco : wilda,100000.00,0.00,SEKRET
 S2-02/KK,20150202110.101,trabs ke dtm depok/conoco : wilda,0.00,100000.00,SEKRET
 S2-02/KK,20150202150.104,bensin januari 2015-conoco: warjito,600000.00,0.00,SEKRET
 S2-02/KK,20150202110.101,bensin januari 2015-conoco: warjito,0.00,600000.00,SEKRET
 S2-03/KK,20150203999.999,diserahkan ke kas pelatihan,10386900.00,0.00,SEKRET
 S2-03/KK,20150203110.101,diserahkan ke kas pelatihan,0.00,10386900.00,SEKRET
 S2-03/KK,20150203500.115,b.tiket jkt-srg-jkt: 2 org : proyek uns,3967400.00,0.00,SEKRET
 S2-03/KK,20150203110.101,b.tiket jkt-srg-jkt: 2 org : proyek uns,0.00,3967400.00,SEKRET
 S2-03/KK,20150203150.104,b.mcu di pukm - 2 org : conoco,4234000.00,0.00,SEKRET
 S2-03/KK,20150203110.101,b.mcu di pukm - 2 org : conoco,0.00,4234000.00,SEKRET
 S2-03/KK,20150203150.104,b.training boset-3 org : conoco,30729800.00,0.00,SEKRET
 S2-03/KK,20150203110.101,b.training boset-3 org : conoco,0.00,30729800.00,SEKRET
 S2-03/KK,20150203150.104,trans ke ratuprabu & depok/conoco : want,55000.00,0.00,SEKRET
 S2-03/KK,20150203110.101,trans ke ratuprabu & depok/conoco : want,0.00,55000.00,SEKRET
 S2-03/KK,20150203500.115,kirim invoice : asuransi tripakarta (pro,7000.00,0.00,SEKRET
 S2-03/KK,20150203110.101,kirim invoice : asuransi tripakarta (pro,0.00,7000.00,SEKRET
 S2-03/KK,20150203500.129,b.stiker u/pintu kaca r-sekrt.bawah,80000.00,0.00,SEKRET
 S2-03/KK,20150203110.101,b.stiker u/pintu kaca r-sekrt.bawah,0.00,80000.00,SEKRET
 S2-02/KK,20150202500.130,sumb dukacita : alm.bambang priyanto,500000.00,0.00,SEKRET
 S2-02/KK,20150202110.101,sumb dukacita : alm.bambang priyanto,0.00,500000.00,SEKRET
 S2-04/KM,20150203110.101,ambil bni imansyah,10000000.00,0.00,SEKRET
 S2-04/KM,20150203999.999,ambil bni imansyah,0.00,10000000.00,SEKRET
 S2-05/KM,20150204110.101,ambil bni : imansyah,10000000.00,0.00,SEKRET
 S2-05/KM,20150204999.999,ambil bni : imansyah,0.00,10000000.00,SEKRET
 S2-06/KK,20150204500.106,trans input rib-feb 2015 di depok : anna,100000.00,0.00,SEKRET
 S2-06/KK,20150204110.101,trans input rib-feb 2015 di depok : anna,0.00,100000.00,SEKRET
 S2-06/KK,20150204150.104,hn & trans januari 2015 : madun (conoco),1800000.00,0.00,SEKRET
 S2-06/KK,20150204110.101,hn & trans januari 2015 : madun (conoco),0.00,1800000.00,SEKRET
 S2-05/KM,20150204110.101,kemb.pjk : hnr & trans jan 2015-madun,90000.00,0.00,SEKRET
 S2-05/KM,20150204110.110,kemb.pjk : hnr & trans jan 2015-madun,0.00,90000.00,SEKRET
 S2-07/KK,20150205500.115,trans ke ui depok-proyek uns : anna,50000.00,0.00,SEKRET
 S2-07/KK,20150205110.101,trans ke ui depok-proyek uns : anna,0.00,50000.00,SEKRET
 S2-07/KK,20150205500.107,isi pulsa bolt u/.r-sekrt.atas : wanto,202000.00,0.00,SEKRET
 S2-07/KK,20150205110.101,isi pulsa bolt u/.r-sekrt.atas : wanto,0.00,202000.00,SEKRET
 S2-08/KK,20150206500.107,isi pulsa bolt u/r-sekrt.bawah : wanto,102000.00,0.00,SEKRET
 S2-08/KK,20150206110.101,isi pulsa bolt u/r-sekrt.bawah : wanto,0.00,102000.00,SEKRET
 S2-08/KK,20150206500.106,b.stiker parkir ui : 1bh,75000.00,0.00,SEKRET
 S2-08/KK,20150206110.101,b.stiker parkir ui : 1bh,0.00,75000.00,SEKRET
 S2-08/KK,20150206500.106,trans input simkas (26-31/1/15) dpk : an,100000.00,0.00,SEKRET
 S2-08/KK,20150206110.101,trans input simkas (26-31/1/15) dpk : an,0.00,100000.00,SEKRET
 S2-08/KK,20150206500.109,b.map folder/kuping : 1 dus,150000.00,0.00,SEKRET
 S2-08/KK,20150206110.101,b.map folder/kuping : 1 dus,0.00,150000.00,SEKRET
 S2-09/KK,20150207500.109,b.tempat name tag : 2 dus,185000.00,0.00,SEKRET
 S2-09/KK,20150207110.101,b.tempat name tag : 2 dus,0.00,185000.00,SEKRET
 S2-09/KK,20150207150.104,sumb u/.pernikahan galang : conoco,250000.00,0.00,SEKRET
 S2-09/KK,20150207110.101,sumb u/.pernikahan galang : conoco,0.00,250000.00,SEKRET
 S2-09/KK,20150207150.104,sumb u/.pernikahan rangga : conoco,250000.00,0.00,SEKRET
 S2-09/KK,20150207110.101,sumb u/.pernikahan rangga : conoco,0.00,250000.00,SEKRET
PP2-01/KM,20150203999.999,trm.dr.kas p2m,0.00,10386900.00,SEKRET
 S2-06/KK,20150204500.106,b.parkir di pukm : rahmad,2000.00,0.00,SEKRET
 S2-06/KK,20150204110.101,b.parkir di pukm : rahmad,0.00,2000.00,SEKRET
 S2-08/KK,20150206500.129,indovision februari 2015,189900.00,0.00,SEKRET
 S2-08/KK,20150206110.101,indovision februari 2015,0.00,189900.00,SEKRET
 S2-10/KM,20150206110.101,kemb.pajak : hnr.pelatihan,305000.00,0.00,SEKRET
 S2-10/KM,20150206110.110,kemb.pajak : hnr.pelatihan,0.00,305000.00,SEKRET
 WI02-01/KM,20150201999.999,trm.dr.kas p2m,0.00,6000000.00,SEKRET
 WI02-05/KM,20150210999.999,trm.dr.kas p2m,0.00,6000000.00,SEKRET
 S2-11/KK,20150209110.101,ambil bni cek no. ck 541145,11611241.00,0.00,SEKRET
 S2-11/KK,20150209999.999,ambil bni cek no. ck 541145,0.00,11611241.00,SEKRET
 S2-11/KK,20150209110.101,ambil bni cek no. ck 541147,2470000.00,0.00,SEKRET
 S2-11/KK,20150209999.999,ambil bni cek no. ck 541147,0.00,2470000.00,SEKRET
 S2-12/KK,20150209999.999,diserahkan ke kas pelatihan,9208050.00,0.00,SEKRET
 S2-12/KK,20150209110.101,diserahkan ke kas pelatihan,0.00,9208050.00,SEKRET
 S2-12/KK,20150209150.104,bpjs kesehatan februari 2015 : conoco,4344615.00,0.00,SEKRET
 S2-12/KK,20150209110.101,bpjs kesehatan februari 2015 : conoco,0.00,4344615.00,SEKRET
 S2-13/KK,20150210150.104,trans ke ratuprabu-conoco : wilda,150000.00,0.00,SEKRET
 S2-13/KK,20150210110.101,trans ke ratuprabu-conoco : wilda,0.00,150000.00,SEKRET
 S2-13/KK,20150210150.104,trans ke bpjs kesehatan-conono : mutia,25000.00,0.00,SEKRET
 S2-13/KK,20150210110.101,trans ke bpjs kesehatan-conono : mutia,0.00,25000.00,SEKRET
 S2-13/KK,20150210500.119,bpjs kesehatan februari 2015 : karyawan,1037340.00,0.00,SEKRET
 S2-13/KK,20150210110.101,bpjs kesehatan februari 2015 : karyawan,0.00,1037340.00,SEKRET
 S2-14/KM,20150210110.101,ambil bni : imansyah,10000000.00,0.00,SEKRET
 S2-14/KM,20150210999.999,ambil bni : imansyah,0.00,10000000.00,SEKRET
 S2-15/KK,20150211500.115,trans ke pertamina ep : wilda,100000.00,0.00,SEKRET
 S2-15/KK,20150211110.101,trans ke pertamina ep : wilda,0.00,100000.00,SEKRET
 S2-15/KK,20150211500.106,trans input simkas (1-8/2/15) di dpk : a,100000.00,0.00,SEKRET
 S2-15/KK,20150211110.101,trans input simkas (1-8/2/15) di dpk : a,0.00,100000.00,SEKRET
 S2-15/KK,20150211150.104,b.jaket -2bh : suvenir conoco,400000.00,0.00,SEKRET
 S2-15/KK,20150211110.101,b.jaket -2bh : suvenir conoco,0.00,400000.00,SEKRET
 S2-15/KK,20150211150.104,bpjs tenaga kerja -februari 2015 : conoc,6092736.00,0.00,SEKRET
 S2-15/KK,20150211110.101,bpjs tenaga kerja -februari 2015 : conoc,0.00,6092736.00,SEKRET
 S2-15/KK,20150211150.104,b.sarung tangan & kacamata : conoco,75000.00,0.00,SEKRET
 S2-15/KK,20150211110.101,b.sarung tangan & kacamata : conoco,0.00,75000.00,SEKRET
 S2-15/KK,20150211500.126,b.lampu philips -2bh : r-sekrt.atas,70000.00,0.00,SEKRET
 S2-15/KK,20150211110.101,b.lampu philips -2bh : r-sekrt.atas,0.00,70000.00,SEKRET
 S2-16/KM,20150211110.101,ambil bni cek no. ck 541149,3112950.00,0.00,SEKRET
 S2-16/KM,20150211999.999,ambil bni cek no. ck 541149,0.00,3112950.00,SEKRET
 S2-17/KK,20150212500.129,"b.baterai aaa & aa, dan handsoap",93400.00,0.00,SEKRET
 S2-17/KK,20150212110.101,"b.baterai aaa & aa, dan handsoap",0.00,93400.00,SEKRET
 S2-17/KK,20150212150.104,b.sepatu safety-1 psg : conoco,360000.00,0.00,SEKRET
 S2-17/KK,20150212110.101,b.sepatu safety-1 psg : conoco,0.00,360000.00,SEKRET
 S2-17/KK,20150212500.107,telepon februari 2015,733343.00,0.00,SEKRET
 S2-17/KK,20150212110.101,telepon februari 2015,0.00,733343.00,SEKRET
 S2-17/KK,20150212500.107,internet indosat-januari 2015,27500.00,0.00,SEKRET
 S2-17/KK,20150212110.101,internet indosat-januari 2015,0.00,27500.00,SEKRET
 S2-17/KK,20150212500.119,bpjs tenaga kerja-februari 2015 : kary-p,1590827.00,0.00,SEKRET
 S2-17/KK,20150212110.101,bpjs tenaga kerja-februari 2015 : kary-p,0.00,1590827.00,SEKRET
 S2-17/KK,20150212500.126,service dan ganti oli : motor suzuki sky,70000.00,0.00,SEKRET
 S2-17/KK,20150212110.101,service dan ganti oli : motor suzuki sky,0.00,70000.00,SEKRET
 S2-17/KK,20150212500.126,b.kran plastik-1bh u/.km,11000.00,0.00,SEKRET
 S2-17/KK,20150212110.101,b.kran plastik-1bh u/.km,0.00,11000.00,SEKRET
 S2-13/KK,20150210999.999,diserahkan ke kas pp-wi,6000000.00,0.00,SEKRET
 S2-13/KK,20150210110.101,diserahkan ke kas pp-wi,0.00,6000000.00,SEKRET
 BNI2-01/BK,20150203999.999,diserahkan ke kas p2m,10000000.00,0.00,SEKRET
 BNI2-01/BK,20150203120.101,diserahkan ke kas p2m,0.00,10000000.00,SEKRET
 BNI2-02/BK,20150204999.999,diserahkan ke kas p2m,10000000.00,0.00,SEKRET
 BNI2-02/BK,20150204120.101,diserahkan ke kas p2m,0.00,10000000.00,SEKRET
 BNI2-03/BK,20150210999.999,diserahkan ke kas p2m,10000000.00,0.00,SEKRET
 BNI2-03/BK,20150210120.101,diserahkan ke kas p2m,0.00,10000000.00,SEKRET
 S2-12/KK,20150209500.102,"ctk kop surat-2 rim, sertifikat-1 rim",670000.00,0.00,SEKRET
 S2-12/KK,20150209110.101,"ctk kop surat-2 rim, sertifikat-1 rim",0.00,670000.00,SEKRET
 S2-13/KK,20150210150.104,trans ke ratuprabu-conoco : rahmad,10000.00,0.00,SEKRET
 S2-13/KK,20150210110.101,trans ke ratuprabu-conoco : rahmad,0.00,10000.00,SEKRET
 S2-15/KK,20150211500.106,trans ke ui depok : iskandar,10000.00,0.00,SEKRET
 S2-15/KK,20150211110.101,trans ke ui depok : iskandar,0.00,10000.00,SEKRET
 S2-18/KM,20150212110.101,kemb.pjk.hn.pengajar pelatihan,310000.00,0.00,SEKRET
 S2-18/KM,20150212110.110,kemb.pjk.hn.pengajar pelatihan,0.00,310000.00,SEKRET
 S2-19/KK,20150213500.106,input simkas-gaji feb 2015 di depok : an,100000.00,0.00,SEKRET
 S2-19/KK,20150213110.101,input simkas-gaji feb 2015 di depok : an,0.00,100000.00,SEKRET
 S2-19/KK,20150213500.102,"ctk sertifikat-1 rim, kop surat-2 rim",670000.00,0.00,SEKRET
 S2-19/KK,20150213110.101,"ctk sertifikat-1 rim, kop surat-2 rim",0.00,670000.00,SEKRET
 S2-19/KK,20150213500.126,service dan ganti oli mobil apv : warjit,956593.00,0.00,SEKRET
 S2-19/KK,20150213110.101,service dan ganti oli mobil apv : warjit,0.00,956593.00,SEKRET
 S2-19/KK,20150213500.126,isi nitrogen-2 ban : motor suzuki (rahma,6000.00,0.00,SEKRET
 S2-19/KK,20150213110.101,isi nitrogen-2 ban : motor suzuki (rahma,0.00,6000.00,SEKRET
PP2-02/KM,20150209999.999,trm.dr.kas p2m,0.00,9208050.00,SEKRET
 S2-20/KM,20150216110.101,ambil bni cek no. ck 541191,3967400.00,0.00,SEKRET
 S2-20/KM,20150216999.999,ambil bni cek no. ck 541191,0.00,3967400.00,SEKRET
 S2-20/KM,20150216110.101,ambil bni cek no. ck 541192,3234000.00,0.00,SEKRET
 S2-20/KM,20150216999.999,ambil bni cek no. ck 541192,0.00,3234000.00,SEKRET
 S2-20/KM,20150216110.101,ambil bni cek no. ck 541193,4234000.00,0.00,SEKRET
 S2-20/KM,20150216999.999,ambil bni cek no. ck 541193,0.00,4234000.00,SEKRET
 S2-20/KM,20150216110.101,ambil bni cek no. ck 541194,5137500.00,0.00,SEKRET
 S2-20/KM,20150216999.999,ambil bni cek no. ck 541194,0.00,5137500.00,SEKRET
 S2-20/KM,20150216110.101,ambl bni : imansyah,10000000.00,0.00,SEKRET
 S2-20/KM,20150216999.999,ambl bni : imansyah,0.00,10000000.00,SEKRET
 S2-21/KK,20150216500.132,listrik februari 2015,5300200.00,0.00,SEKRET
 S2-21/KK,20150216110.101,listrik februari 2015,0.00,5300200.00,SEKRET
 S2-21/KK,20150216150.104,trans input simkas-gaji conoco di depok,100000.00,0.00,SEKRET
 S2-21/KK,20150216110.101,trans input simkas-gaji conoco di depok,0.00,100000.00,SEKRET
 S2-21/KK,20150216150.104,trans ke dtm-depok/conoco :wilda,100000.00,0.00,SEKRET
 S2-21/KK,20150216110.101,trans ke dtm-depok/conoco :wilda,0.00,100000.00,SEKRET
 S2-21/KK,20150216500.134,"trans inh-pompa/palyja : rahmad, kino",250000.00,0.00,SEKRET
 S2-21/KK,20150216110.101,"trans inh-pompa/palyja : rahmad, kino",0.00,250000.00,SEKRET
 S2-21/KK,20150216150.104,b.tiket jkt-plm-jkt: 2 org (conoco),5115300.00,0.00,SEKRET
 S2-21/KK,20150216110.101,b.tiket jkt-plm-jkt: 2 org (conoco),0.00,5115300.00,SEKRET
